time,open,high,low,close,VWAP,Upper Band,Lower Band,Volume,Volume MA,Plot,Plot,RSI,RSI-based MA,Upper Bollinger Band,Lower Bollinger Band
1635152400,211.9775,212.1425,208.4625,208.5925,204.78402886715224,208.6260929955204,200.9419647387841,8259231.1916,11510658.767606238,13.952391071428835,0,64.5605837996537,64.47635545545218,NaN,NaN
1635156000,208.5925,209.94,205.57,207.64,205.08927349795445,208.8345375787822,201.3440094171267,13994888.404275,11886587.465387488,13.54462142857168,0,62.37144784984906,65.23891367601038,NaN,NaN
1635159600,207.63,209.43,207.55,207.935,205.19827643254035,208.92522881801088,201.47132404706983,4717538.058025,11550549.099753737,12.789424107143113,0,62.79225235433981,65.32417243757259,NaN,NaN
1635163200,207.935,209.8825,206.595,206.8875,205.3221605822852,209.00065450011314,201.64366666445724,6991149.2976,11264832.657104988,11.951609821428821,0,60.21712002125773,65.00955395290455,NaN,NaN
1635166800,206.8875,209.0275,204.9025,208.2425,205.46995918975634,209.0544340629091,201.88548431660357,11246401.113475,11581610.581586238,11.015987500000254,0,62.367084584274,64.82771826216212,NaN,NaN
1635170400,208.05,214.6025,207.575,213.595,206.17289783339456,210.10887315401322,202.2369225127759,19239278.0517,12254456.876246238,10.539621428571682,0,69.40162210201419,65.10782069843262,NaN,NaN
1635174000,213.595,218.92,213.55,218.625,207.63405200365966,212.8435316130286,202.42457239429072,27465827.1658,13176379.340516238,10.702241964285967,0,74.26923823776625,66.06942292791003,NaN,NaN
1635177600,218.625,218.695,215.1,216.7175,208.36760797520355,213.9522962980972,202.78291965230991,17677978.9159,13564132.318563739,10.305966964285968,0,69.73847263647424,66.80178352462958,NaN,NaN
1635181200,216.7175,217.3025,211.4725,213.7475,208.82904298269426,214.41264996965174,203.24543599573678,19147086.454925,13609877.60490999,9.527503571428825,0,63.266819750574385,66.90810506947977,NaN,NaN
1635184800,213.7475,214.27,210.78,211.62,208.96438804877673,214.47570371084993,203.45307238670352,10006364.94225,12946882.238637488,8.426558035714553,0,59.040243334149785,66.52466493477384,NaN,NaN
1635188400,211.62,212.81,210,210.3575,209.00994590727328,214.46944753518065,203.5504442793659,5588103.833025,12826780.929658739,7.130780357143123,0,56.622830636035516,65.53965114401704,NaN,NaN
1635192000,210.3575,213.1125,209.205,211.5875,209.08269992087213,214.46984729774283,203.69555254400143,8411120.139175,11936254.76845749,6.135869642857417,0,58.40954346559215,64.59165020232452,NaN,NaN
1635195600,211.5875,214.1875,210.12,210.375,209.15353724610404,214.4791648313087,203.82790966089937,7796348.11035,11720422.70028999,4.7509133928574085,0,55.962444444918326,63.71696014731115,NaN,NaN
1635199200,210.375,212.215,207.645,211.5175,209.1929734772387,214.44231306918712,203.94363388529027,8494722.213725,11739684.94023874,3.4510741071431354,0,57.75828755233433,62.62699934065954,NaN,NaN
1635202800,211.5175,212.35,209.505,209.7175,209.2269030392854,214.413158257703,204.04064782086778,7355695.088375,11669669.49574374,1.9024455357145627,0,54.0205792555517,61.87414187322368,NaN,NaN
1635206400,209.7175,214.1725,208.86,210.925,211.31916666666666,211.31916666666666,211.31916666666666,9055328.58355,11761545.62745499,0.7153910714288525,0,56.07415415245728,61.42433518055283,NaN,NaN
1635210000,210.925,210.925,207.5675,208.4375,210.1031366853571,211.27353034381971,208.93274302689449,9775272.19145,11479519.79877249,-0.6020053571425752,0,51.01894468583994,60.58338463280285,NaN,NaN
1635213600,208.4375,210.3825,207.6275,209.9775,209.8013304971429,210.79035401229493,208.8123069819909,12036482.8368,11432514.15331624,-1.4149616071425708,0,53.796083145378766,60.124739141668634,NaN,NaN
1635217200,209.9775,210.185,207.6675,208.7075,209.6521150186397,210.6233996269261,208.6808304103533,5766089.4533,11343032.53710499,-2.4507446428568507,0,51.217079879145935,59.328310234159495,NaN,NaN
1635220800,208.7075,209.18,205.6,206.495,209.01421441850226,210.40516895664547,207.62325988035906,12154872.64795,11258988.93466249,-3.368520535713998,0,46.99062087209816,57.727524432022626,NaN,NaN
1635224400,206.485,208.57,206.485,206.865,208.81509304365602,210.2326606580058,207.39752542930623,6440316.137825,11168043.18197374,-4.336280357142565,0,47.76688743837277,55.83449937492309,NaN,NaN
1635228000,206.865,207.97,205.66,206.5175,208.61573926709946,210.09810956851902,207.1333689656799,5795014.538525,10758049.48868624,-5.310173214285426,0,47.06971928479917,54.215302706946304,NaN,NaN
1635231600,206.52,209.3675,206.4175,209.29,208.58350200436905,209.97255838410032,207.19444562463778,8736679.966675,10959006.58411874,-5.6184214285711445,0,52.967759081598885,53.47965551630519,NaN,NaN
1635235200,209.29,211.6075,208.3825,208.8225,208.6750820121283,210.03207839367485,207.31808563058178,6876258.768425,10953262.05765999,-6.055208035714005,0,51.917226019890194,52.97086856528665,NaN,NaN
1635238800,208.81,209.035,207.67,208.6975,208.66587659754745,209.99313128682996,207.33862190826494,3556211.07225,10568752.55559874,-6.340363392856867,0,51.622411077653794,52.61369573968796,NaN,NaN
1635242400,208.695,211,207.7175,209.64,208.72062635599588,210.01641394783485,207.4248387641569,5999015.6424,9906739.43513374,-5.9134071428568715,0,53.75477317687467,52.281212147636715,NaN,NaN
1635246000,209.64,210.185,207.295,207.3525,208.6777935128221,209.9163054332499,207.43928159239428,9222804.45785,8994588.29973624,-5.406487499999733,0,48.20158395652671,51.72686496989446,NaN,NaN
1635249600,207.3525,208.4,206.075,207.4475,208.57895470007333,209.82351900401207,207.33439039613458,7417205.431425,8481549.625512492,-4.860183928571164,0,48.4398088508482,51.061259348359734,NaN,NaN
1635253200,207.4475,208.27,206.58,206.9325,208.48141196939238,209.72775672154393,207.23506721724084,8217799.377625,7935085.271647491,-4.491378571428304,0,47.17322331873275,50.572162495729806,NaN,NaN
1635256800,206.9325,206.9775,202.375,204.2275,207.9332085943161,209.72360673166096,206.14281045697126,17870799.881325,8328307.018601241,-4.555919642856876,0,41.09513218306222,49.50223235505873,NaN,NaN
1635260400,204.2275,207.34,203.92,206.595,207.77692755812188,209.5763620513583,205.97749306488546,11038298.621825,8600816.75804124,-4.201584821428302,0,47.47412813838925,49.249031173097976,NaN,NaN
1635264000,206.595,207.2275,204.1525,204.55,207.68220063832715,209.50931365762384,205.85508761903046,5588832.840075,8459702.39308624,-4.042184821428296,0,43.129400373827885,48.48712526084434,NaN,NaN
1635267600,204.5575,208.5875,204.3725,208.4825,207.65596111543255,209.44141912858638,205.87050310227872,7511078.299125,8445438.90252499,-3.194939285714013,0,52.19048193831674,48.55665397935653,NaN,NaN
1635271200,208.4825,209.635,206.3475,206.735,207.65213470613975,209.39627129478095,205.90799811749855,7354380.549675,8388421.819322487,-2.589173214285434,0,48.49301297238434,48.66396770080554,NaN,NaN
1635274800,206.735,208.8625,206.5175,207.0425,207.6478918104132,209.3713260586001,205.9244575622263,3917766.42035,8216525.385921237,-2.095810714285432,0,49.17535202569739,48.764572314185884,NaN,NaN
1635278400,207.0425,207.605,205.88,205.95,207.6005377607223,209.30438798423657,205.896687537208,6934311.466175,8110474.530052486,-1.5935089285711435,0,46.80305380883521,48.745524780188454,NaN,NaN
1635282000,205.95,205.99,202.1,202.605,207.35814379951574,209.26816111363513,205.44812648539636,10944367.029475,8168929.271953736,-1.9618169642854242,0,40.37992447329576,47.84639373673822,NaN,NaN
1635285600,202.605,203.305,196.325,198.505,206.47542562748075,209.5591477626512,203.39170349231028,22662712.152625,8700240.737744985,-2.5972437499997083,0,34.18687803309044,46.57994030910968,NaN,NaN
1635289200,198.505,201.04,197.98,199.79,206.0828952840049,209.47547515718753,202.69031541082228,12411091.559375,9032490.843048735,-3.0051116071425574,0,37.42606669533933,45.56591571037292,NaN,NaN
1635292800,199.79,204,197.5,203.7475,201.74916666666664,201.74916666666664,201.74916666666664,11390698.33065,8994282.127183735,-2.8359598214282706,0,46.20719670582277,45.026803105297795,NaN,NaN
1635296400,203.7475,204.77,201.645,202.0925,202.1524421771126,202.67741352619635,201.62747082802883,6721757.578825,9008354.199233735,-2.9610116071425527,0,43.46048380788803,44.68815309468074,NaN,NaN
1635300000,202.0925,202.2625,200.56,201.5425,201.92617477722501,202.46728164103232,201.3850679134177,8697957.747975,9153501.359706234,-3.219533928571124,0,42.555157333588134,44.267820843447886,NaN,NaN
1635303600,201.5425,204.52,201.4425,202.92,202.17664808989116,202.82343476775816,201.52986141202416,8563401.541775,9144837.438461233,-2.939762499999698,0,45.61102897271117,44.156235533017764,NaN,NaN
1635307200,202.92,205.5925,202.0675,204.1725,202.50205712243263,203.40238554816472,201.60172869670055,7982028.15265,9200125.907672483,-2.43297232142827,0,48.303882914525275,44.67114629955084,NaN,NaN
1635310800,204.1725,204.7225,202.5,202.6625,202.6018286656908,203.48373450317436,201.71992282820722,6240418.762825,9334336.292201234,-2.2425544642854107,0,45.38637938001213,44.522021388238194,NaN,NaN
1635314400,202.6625,203.165,198.9325,199.05,202.22481710082016,203.38249151356038,201.06714268807994,10149373.51625,9541854.185893735,-2.549796428571124,0,39.274733450691095,44.24668803658556,NaN,NaN
1635318000,199.05,199.75,194.0525,194.17,200.81925011693968,203.61651630188555,198.02198393199382,17392138.383525,9950320.882177483,-3.7241392857139832,0,32.84121547398847,42.86459757484783,NaN,NaN
1635321600,194.17,195.9025,178.56,192.1025,194.90421463381415,201.20798693945963,188.60044232816867,75426761.65505,13350798.693358734,-4.355463392856844,0,30.557394910545966,41.583481999002224,NaN,NaN
1635325200,192.07,192.3175,184.185,189.7175,193.76757322216696,199.94209718862678,187.59304925570714,34492022.597725,14664509.854363734,-5.261116964285415,0,28.127428168961572,40.08005886637824,NaN,NaN
1635328800,189.7175,193.74,186.13,191.835,193.34277036867866,199.19435463744227,187.49118609991504,28640822.87805,15203011.004199982,-5.804162499999701,0,33.20599537534922,39.10884040684352,NaN,NaN
1635332400,191.835,195.4325,189.3125,189.9575,193.18507766843527,198.79351553281813,187.5766398040524,21027678.07195,15702479.976706233,-6.350198214285409,0,31.107154495087457,38.44649969411436,NaN,NaN
1635336000,189.9575,192.16,188.37,191.85,193.07402480829913,198.5737849676361,187.57426464896216,11526765.097575,15999376.589581233,-6.594380357142552,0,35.530567445114585,38.54247750925894,NaN,NaN
1635339600,191.85,194.2225,189.235,189.6,192.9849594320885,198.38045848664234,187.58946037753464,11247697.375075,16186207.543378731,-6.75033571428541,0,32.83154787323214,38.214297593394136,NaN,NaN
1635343200,189.6,192.1675,187.2175,191.075,192.8420107531702,198.1359813536129,187.5480401527275,13796788.536925,16508327.942741234,-6.584216964285409,0,36.25036430931697,37.503095279358014,NaN,NaN
1635346800,191.075,193.3,188,189.0125,192.72743682259357,197.93837141842948,187.51650222675767,11936487.90005,16909264.016726233,-6.571915178571123,0,33.66967353841805,36.80375168868159,NaN,NaN
1635350400,189.005,190.825,186.2175,189.245,192.5334764658045,197.68681744907013,187.3801354825389,14670962.7584,17296096.58133748,-6.323012499999697,0,34.238018698365565,36.209670357594256,NaN,NaN
1635354000,189.2375,191.555,187.875,188.46,192.44669355198624,197.55729699148603,187.33609011248646,8262317.49195,17161994.10446123,-6.394966964285411,0,33.203553281845686,35.32342209396101,NaN,NaN
1635357600,188.46,192.55,188.17,189.245,192.36188407331957,197.4035632421367,187.32020490450245,11011099.95655,16579413.494657481,-6.501220535713985,0,35.30849131083379,34.39517983655447,NaN,NaN
1635361200,189.245,189.6675,184.58,189.4075,192.16631906264368,197.18084198766792,187.15179613761944,14579592.731825,16687838.553279981,-6.412801785713985,0,35.75978713722294,33.70756610492667,NaN,NaN
1635364800,189.4075,191.3775,186.4425,188.4875,192.0424596144723,197.00573182797754,187.07918740096707,12629156.677025,16749761.470598733,-6.040763392856843,0,34.30084521196629,33.35228837358918,NaN,NaN
1635368400,188.4875,190.87,188.4,190.2075,192.00129951701962,196.92737181093207,187.07522722310716,6553665.89885,16741356.886599984,-5.401466964285409,0,39.28789467708962,33.81276545952498,NaN,NaN
1635372000,190.2075,190.72,180.88,183.6675,191.5464562015394,196.60673686216373,186.48617554091507,24860619.005725,17549489.949487485,-5.940849999999697,0,29.97185219246363,33.77094097966196,NaN,NaN
1635375600,183.6675,185.1575,182.3375,184.4875,191.2955818976481,196.4518960001387,186.1392677951575,12981095.08355,17770374.626576237,-6.012265178571136,0,32.14444771706357,34.057870947383535,NaN,NaN
1635379200,184.4875,187.245,181.81,182.0475,183.70083333333332,183.70083333333332,183.70083333333332,12961038.68535,18019325.153211236,-6.161560714285423,0,29.23768317485076,33.77442007591936,NaN,NaN
1635382800,182.0475,187.69,181.6575,187.69,184.84387611846944,185.8210008979194,183.8667513390195,17736369.4455,18594122.687344987,-5.131392857142563,0,42.244319945989126,34.56993189384091,NaN,NaN
1635386400,187.69,188.6975,186.14,188.4275,185.77730919654329,187.35676261575676,184.1978557773298,14488602.622,18811084.142632484,-4.05606607142828,0,43.70091700841955,35.153528291219835,NaN,NaN
1635390000,188.4275,190.45,185.9,186.885,186.2918171838529,187.90117884893795,184.68245551876788,15998374.86975,18741395.966943733,-3.4959455357139926,0,41.35189044530143,35.762124189224785,NaN,NaN
1635393600,186.89,189.635,186.89,187.6875,186.58804362272997,188.19987938223102,184.97620786322892,12223198.298625,15581217.799122486,-2.7392098214282816,0,43.06651752622522,36.2489922761468,NaN,NaN
1635397200,187.6875,191.1525,187.625,190.995,187.21193219012912,189.16239155901602,185.26147282124222,16885764.400175,14700904.889244985,-1.6507276785711404,0,49.60587481733913,37.3872923674983,NaN,NaN
1635400800,190.995,191.285,184.765,187.755,187.36516014304598,189.1216981357383,185.60862215035365,24279566.89315,14482842.089999985,-1.058112499999714,0,44.24471713456911,38.102056541512844,NaN,NaN
1635404400,187.755,188.8975,185.93,186.8775,187.35356558426355,189.03045354803103,185.67667762049606,11204114.655875,13991663.919196237,-0.780461607142561,0,42.892659390315835,38.79413554926071,NaN,NaN
1635408000,186.8775,199.22,186.8475,197.64,188.9201637948087,192.24449236419812,185.59583522541928,34880858.51475,15159368.590054985,1.3679428571431487,0,59.31456370704011,40.50885500613259,NaN,NaN
1635411600,197.64,198.39,194.175,197.34,189.70555673152583,193.62581893116138,185.7852945318903,18209193.13095,15507443.377848735,3.054553571428861,0,58.80692720620978,42.1550792967745,NaN,NaN
1635415200,197.34,198.8475,196,196.4975,189.98036710551594,194.07415789341047,185.8865763176214,6889566.750375,15162082.288521234,4.5547875000002875,0,57.32319598380895,43.799532923334695,NaN,NaN
1635418800,196.4975,197.1,194.73,195.56,190.16620150778255,194.32191958036452,186.01048343520057,6130927.858275,14871804.286432484,5.553474107143144,0,55.640882941638544,44.96760351365962,NaN,NaN
1635422400,195.56,198.85,194.815,197.71,190.4389546168185,194.7304261068593,186.1474831267777,7827935.64415,14529652.930719983,6.847425892857434,0,58.63881158414173,47.015243470208055,NaN,NaN
1635426000,197.71,200.005,196.885,199.1925,190.88801875957975,195.461896977568,186.3141405415915,11489030.97355,14690988.604799986,8.114481250000297,0,60.615354569582756,49.048879673959426,NaN,NaN
1635429600,199.1925,201.81,198.02,198.79,191.27693947342956,196.0929163058219,186.46096264103724,9940847.13135,14637475.963539984,9.07829017857172,0,59.78008691621238,51.23047994119953,NaN,NaN
1635433200,198.79,199.8275,196.715,197.3875,191.5187369441305,196.4093474143029,186.62812647395808,8280114.251175,14322502.039507484,9.614891071428861,0,56.840910154516834,52.27309352752295,NaN,NaN
1635436800,197.3875,198.8475,196.455,196.9425,191.65311592276655,196.5671001803209,186.7391316652122,5350674.2767,13958577.919491235,9.83275892857172,0,55.901756948959125,53.14458209470435,NaN,NaN
1635440400,196.9425,198.85,196.4675,196.9475,191.80902920369482,196.74559386305927,186.87246454433037,6521840.133075,13956986.631202484,10.080674107143155,0,55.910571588698836,54.18448789066131,NaN,NaN
1635444000,196.9475,197.7125,191.44,194.7375,192.05360221617082,196.8376362980838,187.26956813425784,22906006.0787,13859255.984851232,9.111204464286015,0,51.05307873654391,54.75495654854121,NaN,NaN
1635447600,194.7375,198.7425,192.37,198.24,192.24564033257954,197.00956807172088,187.4817125934382,12065378.0279,13813470.132068733,8.697537500000301,0,57.37378442418105,55.309807234744206,NaN,NaN
1635451200,198.24,201.355,197.2775,197.91,192.53393294007856,197.38409867848964,187.68376720166748,12615123.2265,13796174.35912623,7.796281250000307,0,56.63175573978558,56.194595706545385,NaN,NaN
1635454800,197.91,197.955,194.55,195.135,192.5991628873663,197.4240489484447,187.77427682628792,5743632.416875,13196537.50769498,6.6422562500002975,0,50.694304001429245,56.75185603591063,NaN,NaN
1635458400,195.135,197.365,194.555,195.445,192.63645190254903,197.44528365617563,187.82762014892242,3485662.169975,12646390.485093731,5.644632142857443,0,51.30845758204168,56.17999131269646,NaN,NaN
1635462000,195.445,196.3825,194,195.33,192.7080146408438,197.46927964875331,187.94674963293429,8434063.96405,12268174.93980873,4.516925000000309,0,51.0543989867884,55.6262392970235,NaN,NaN
1635465600,195.3675,199.365,194.66,199.285,197.76999999999998,197.76999999999998,197.76999999999998,12820936.484375,12298061.849096231,4.084208928571739,0,58.63953948701667,55.7202638329669,NaN,NaN
1635469200,199.285,203.3975,197.9775,202.4375,199.65628841841257,201.40142376388366,197.9111530729415,14978823.927525,12202714.82546373,4.361057142857443,0,63.49564321918378,56.281318138505846,NaN,NaN
1635472800,202.4375,205.215,201.745,202.31,200.6536082796232,202.79622256905247,198.51099399019392,11379636.9294,11557718.327276232,4.029266071428879,0,63.17259224076509,56.605159613978934,NaN,NaN
1635476400,202.31,203.79,201.25,201.725,200.85220182611695,202.92586135206702,198.7785423001669,5546610.775775,11274843.133271232,3.3352312500003034,0,61.62340751049082,56.67716339547237,NaN,NaN
1635480000,201.725,202.26,200.1775,200.69,200.87697432071786,202.81201793578936,198.94193070564637,6693673.1473,9865483.864898732,3.0759901785717325,0,58.872620022471615,56.61234433163374,NaN,NaN
1635483600,200.69,201.24,197.4525,199.22,200.59539681788024,202.4494792575948,198.7413143781657,11213047.831575,9515676.599929983,2.569335714286016,0,55.109894177672196,56.488700333287696,NaN,NaN
1635487200,199.22,201.26,197.9875,200.21,200.4621564328088,202.17482219401612,198.74949067160148,12978758.5779,9820136.191306232,2.2297821428574487,0,57.0985679456399,56.57418683305061,NaN,NaN
1635490800,200.21,200.315,196.5775,198.055,200.23113192752487,201.98041192087896,198.48185193417078,9120304.576325,9969605.027208732,1.439808928571729,0,51.72670981796552,56.27533956371252,NaN,NaN
1635494400,198.055,198.99,196.75,198.7525,200.06120629808768,201.8306057829966,198.29180681317877,7589774.558725,9957696.972937483,1.05581160714316,0,53.25947123653594,56.43293902799767,NaN,NaN
1635498000,198.745,199.755,197.8375,198.1075,199.9706252020064,201.72225203932757,198.21899836468523,5956435.68025,9681067.208272483,0.7644017857145915,0,51.62700292444766,56.02245463515957,NaN,NaN
1635501600,198.1075,198.655,195.51,197.3625,199.83871049446753,201.64830983614277,198.0291111527923,4868536.237825,9427451.663596231,0.3609357142860192,0,49.73092707612102,55.52953830204067,NaN,NaN
1635505200,197.3625,198.1225,195.525,196.3475,199.69367781051946,201.58160302807195,197.80575259296697,4939323.45645,9260412.123859983,-0.262963392856844,0,47.18816161622678,55.27909956024049,NaN,NaN
1635508800,196.345,197.4725,195.6925,196.115,199.58374218287526,201.53089357275897,197.63659079299154,3763763.976375,9181066.608843734,-0.8771553571425574,0,46.600386942200856,54.94280880025185,NaN,NaN
1635512400,196.115,198.715,195.785,198.535,199.45447970384905,201.39452610830867,197.51443329938942,8140072.3474,9261978.219559986,-0.9573089285711252,0,53.14271112490791,55.09197395297468,NaN,NaN
1635516000,198.535,198.9625,196.8575,197.9575,199.35144945512045,201.26377372983993,197.43912518040096,8671737.288275,8550264.780038735,-1.3989633928568397,0,51.52054363582694,54.58347424931828,NaN,NaN
1635519600,197.9575,203.43,197.5475,201.9225,199.5188173944971,201.39508308745772,197.64255170153646,14872956.598625,8690643.708574984,-0.8347580357139792,0,60.44747317392641,54.36574781751418,NaN,NaN
1635523200,201.9275,204.9,201.29,202.3275,199.81678521567073,201.84287194620333,197.79069848513814,14150639.44065,8767419.519282484,-0.2464767857139849,0,61.23272003889355,54.2271855173805,NaN,NaN
1635526800,202.3275,204.9575,202.1375,202.77,199.97830307511867,202.08748898718378,197.86911716305357,7694476.12925,8864961.704901233,0.04217500000030139,0,62.117655825228084,54.26248896843315,NaN,NaN
1635530400,202.77,203.79,199.8825,200.45,200.04126981775073,202.1225954080738,197.95994422742766,7812614.249225,9081309.308863733,-0.13936607142827162,0,55.025622247051864,53.98770341304602,NaN,NaN
1635534000,200.45,202.185,199.785,200.5825,200.08979919147623,202.116908347579,198.06269003537346,11044058.029625,9211809.012142483,-0.3766437499996931,0,55.339235534149346,54.004084938508676,NaN,NaN
1635537600,200.5825,203.86,199.155,202.3375,200.16494514586986,202.17705992499336,198.15283036674637,8550160.3211,8998270.203978732,0.029856250000308115,0,59.37959043696594,54.16701511646054,NaN,NaN
1635541200,202.3375,202.86,200.67,201.395,200.18622159237447,202.19152473677576,198.18091844797317,2818250.1245,8390241.513827482,0.549508928571736,0,56.427219417156785,54.502765802117054,NaN,NaN
1635544800,201.395,202.0575,199.5,200.565,200.19703927003627,202.18281697141228,198.21126156866026,4145250.137825,8028522.174248733,0.896139285714593,0,53.88628533149104,54.54753823747098,NaN,NaN
1635548400,200.565,201.0025,199.6,200.465,200.1986907137781,202.1741811581878,198.2232002693684,2099211.693825,7856152.2201512335,1.1888982142860187,0,53.573274380978084,54.68655762722316,NaN,NaN
1635552000,200.465,200.6675,198,199.095,199.2541666666667,199.2541666666667,199.2541666666667,7637033.549925,7903320.240282483,1.0701446428574446,0,49.34440337699808,54.65894879157152,NaN,NaN
1635555600,199.095,199.3475,196.4975,197.215,198.43257427230148,199.21541015273903,197.64973839186393,8411938.19815,7763264.758611234,0.5080303571431588,0,44.18953432924284,54.44476112821553,NaN,NaN
1635559200,197.215,198.05,196.595,197.4425,198.24292555805536,199.0621884505813,197.42366266552943,3457040.55175,7287178.857303734,0.143376785714586,0,44.93913675947789,54.32610040087818,NaN,NaN
1635562800,197.4425,198.26,196.4,197.1175,198.08821923665582,198.92122552958537,197.25521294372626,3639942.1669,7013160.736832485,-0.43779732142827077,0,44.02934046621564,53.67514535382873,NaN,NaN
1635566400,197.11,197.89,196.5125,196.9475,198.02181581539085,198.86239777071856,197.18123386006314,1698030.172375,6718573.517514984,-0.9411660714282765,0,43.53287727609719,53.104597756705175,NaN,NaN
1635570000,196.9475,197.51,195.995,196.5875,197.88371103745672,198.77629982574712,196.99112224916632,2892464.218625,6565374.944433734,-1.5208937499997053,0,42.44150256260843,51.81845699875389,NaN,NaN
